,0
1216,4553942974
1217,4553802932
1218,4550332472
1219,4548832434
1220,4548702030
1221,4548078614
1222,4548051376
1223,4547956881
1224,4547861619
1225,4545822890
1226,4545494224
1227,4545065345
1228,4544381486
1229,4544295983
1230,4544280705
1231,4543636176
1232,4543630762
1233,4543521247
1234,4543071643
1235,4542972766
1236,4542944076
1237,4542779743
1238,4540093240
1239,4540016496
1240,4537724506
1241,4537619210
1242,4537593666
1243,4537508110
1244,4535732173
1245,4535605968
1246,4535498974
1247,4535505427
1248,4535541418
1249,4532008031
1250,4532014186
1251,4531177725
1252,4531109961
1253,4531037558
1254,4530929770
1255,4529654579
1256,4529536107
1257,4529379948
1258,4529410762
1259,4529284416
1260,4528836368
1261,4528793510
1262,4528674509
1263,4528566723
1264,4528432646
1265,4527978581
1266,4527915175
1267,4527774013
1268,4527682662
1269,4527602951
1270,4527368764
1271,4527224328
1272,4527191365
1273,4527087033
1274,4526332523
1275,4526270709
1276,4526178257
1277,4526205017
1278,4526172232
1279,4525766437
1280,4525527969
1281,4524323919
1282,4524340055
1283,4524237445
1284,4524174379
1285,4524088498
1286,4524151917
1287,4523886197
1288,4523659638
1289,4523443337
1290,4521738654
1291,4520135221
1292,4520067222
1293,4519939039
1294,4518457663
1295,4518433840
1296,4518334993
1297,4518248236
1298,4518182386
1299,4518136674
1300,4565577528
1301,4565282124
1302,4565035420
1303,4559766193
1304,4559720970
1305,4559634877
1306,4559479618
1307,4559513797
1308,4559425282
1309,4559308209
1310,4558348729
1311,4558426604
1312,4557505448
1313,4557399021
1314,4557374996
1315,4557193875
1316,4557118723
1317,4557153662
1318,4557040819
1319,4556565880
1320,4556221112
1321,4556145240
1322,4556141116
1323,4555985877
1324,4555898515
1325,4555862772
1326,4555822953
1327,4555753963
1328,4555063937
1329,4555018348
1330,4551455201
1331,4551328729
1332,4551303722
1333,4551102440
1334,4550849858
1335,4550618574
1336,4550319831
1337,4550355450
1338,4550174395
1339,4550070000
1340,4550153033
1341,4548599586
1342,4548485958
1343,4548239015
1344,4548039492
1345,4547889381
1346,4547951028
1347,4547148419
1348,4547113594
1349,4546989712
1350,4546995199
1351,4545884621
1352,4544134500
1353,4543978614
1354,4543900937
1355,4543029040
1356,4542993551
1357,4542878177
1358,4541734501
1359,4541567716
1360,4539440812
1361,4537588659
1362,4534923923
1363,4534629928
1364,4534685896
1365,4534519937
1366,4534483681
1367,4534417696
1368,4534355916
1369,4532563343
1370,4532495730
1371,4532402121
1372,4532350525
1373,4532173533
1374,4532077220
1375,4531335395
1376,4531273784
1377,4530873004
1378,4530677041
1379,4530628638
1380,4530311567
1381,4530194124
1382,4530096050
1383,4529435850
1384,4528779074
1385,4525755434
1386,4523527932
1387,4512111635
1388,4512024213
1389,4509554527
1390,4508573155
1391,4508277870
1392,4503467035
1393,4503501887
1394,4503254355
1395,4503221950
1396,4503138507
1397,4501981985
1398,4501914646
1399,4500720755
1400,4566122191
1401,4566003097
1402,4565910210
1403,4565834252
1404,4565569143
1405,4565489772
1406,4565542478
1407,4563506432
1408,4563447953
1409,4563358121
1410,4563022939
1411,4562872055
1412,4562785797
1413,4562729044
1414,4562683387
1415,4557602817
1416,4557545600
1417,4557511218
1418,4556024407
1419,4555879687
1420,4555872449
1421,4555824509
1422,4555228178
1423,4555231081
1424,4555134209
1425,4555022016
1426,4553201985
1427,4552902879
1428,4552676654
1429,4551260960
1430,4551055904
1431,4550604129
1432,4550518980
1433,4550531823
1434,4550444768
1435,4546530824
1436,4546359510
1437,4546311875
1438,4544087093
1439,4543989512
1440,4543589527
1441,4543612624
1442,4541873406
1443,4541786131
1444,4541536035
1445,4541490937
1446,4541392508
1447,4539642887
1448,4539455881
1449,4539299232
1450,4535641901
1451,4535466931
1452,4533574513
1453,4533383973
1454,4533022994
1455,4532923609
1456,4532814436
1457,4530927601
1458,4530861042
1459,4530679751
1460,4525689669
1461,4525629955
1462,4520023647
1463,4519964793
1464,4519931411
1465,4519855201
1466,4519708575
1467,4518174961
1468,4518015502
1469,4516095902
1470,4516019713
1471,4516000622
1472,4515609318
1473,4515521937
1474,4515332178
1475,4513746654
1476,4513680799
1477,4513652429
1478,4511558527
1479,4511551635
1480,4475734362
1481,4475475147
1482,4474560873
1483,4474464064
1484,4474332247
1485,4474272458
1486,4473147079
1487,4473111181
1488,4473043420
1489,4472949149
1490,4472154580
1491,4472015420
1492,4471929391
1493,4471993217
1494,4471861538
1495,4471725750
1496,4471667833
1497,4471558594
1498,4470771149
1499,4470421950
1500,4540948098
1501,4525255688
1502,4525231204
1503,4525036771
1504,4524991719
1505,4521352885
1506,4521247694
1507,4521226415
1508,4519489987
1509,4519534903
1510,4518545416
1511,4518492923
1512,4518368910
1513,4518452148
1514,4518344894
1515,4518237230
1516,4517702014
1517,4517584495
1518,4513338348
1519,4513352617
1520,4513300345
1521,4513246031
1522,4513174534
1523,4513094766
1524,4512463698
1525,4512462352
1526,4512458300
1527,4512388370
1528,4512444725
1529,4512433032
1530,4512319620
1531,4512314620
1532,4512179671
1533,4506925899
1534,4506738877
1535,4506631536
1536,4506256898
1537,4506253077
1538,4506139494
1539,4506083915
1540,4505969762
1541,4505379885
1542,4505348577
1543,4505338221
1544,4505336544
1545,4505382962
1546,4504463739
1547,4504510388
1548,4504297212
1549,4504249647
1550,4504223342
1551,4503936641
1552,4503095092
1553,4503039781
1554,4502965013
1555,4502918266
1556,4502910226
1557,4502816233
1558,4501964869
1559,4501935093
1560,4501827290
1561,4499981086
1562,4499936129
1563,4499890751
1564,4499727080
1565,4499820889
1566,4499176671
1567,4499171693
1568,4499157111
1569,4499085269
1570,4497728953
1571,4497754064
1572,4497672768
1573,4497658036
1574,4497614817
1575,4497469662
1576,4497473907
1577,4497377988
1578,4497392782
1579,4496048334
1580,4495995146
1581,4495919339
1582,4495925083
1583,4495891169
1584,4495785648
1585,4495842032
1586,4495685774
1587,4495741158
1588,4493974553
1589,4493931115
1590,4493846228
1591,4493852669
1592,4493788449
1593,4493725040
1594,4493720611
1595,4493647324
1596,4493691186
1597,4493535218
1598,4493483342
1599,4493289529
1600,4549549113
1601,4549544643
1602,4549552565
1603,4549481812
1604,4549046642
1605,4548479517
1606,4548473889
1607,4548266674
1608,4547933108
1609,4547815714
1610,4547718182
1611,4547733504
1612,4547599846
1613,4547643656
1614,4547524026
1615,4547510820
1616,4547416519
1617,4547374239
1618,4547319949
1619,4547356390
1620,4547294376
1621,4547282922
1622,4547311404
1623,4547330014
1624,4547208991
1625,4547178642
1626,4545623541
1627,4545417346
1628,4545158619
1629,4545163288
1630,4544977460
1631,4545014241
1632,4544864406
1633,4544779821
1634,4544844484
1635,4544852247
1636,4544669905
1637,4544687023
1638,4544694905
1639,4544693106
1640,4544692147
1641,4543983180
1642,4543547623
1643,4543510147
1644,4543435140
1645,4543391840
1646,4543316902
1647,4543059099
1648,4542994340
1649,4543000719
1650,4542866535
1651,4542892215
1652,4542766369
1653,4542781524
1654,4542398512
1655,4542395612
1656,4542402593
1657,4542410031
1658,4542317106
1659,4541918368
1660,4541892058
1661,4541816209
1662,4541811224
1663,4541694038
1664,4541438650
1665,4541402835
1666,4541177784
1667,4541254677
1668,4541180865
1669,4540933174
1670,4540789807
1671,4540763519
1672,4540727060
1673,4540753678
1674,4540690782
1675,4540587304
1676,4540623458
1677,4540610295
1678,4540537954
1679,4540485598
1680,4540482539
1681,4540449941
1682,4540447946
1683,4540366256
1684,4540404829
1685,4539453023
1686,4539319126
1687,4539333145
1688,4539178499
1689,4539234459
1690,4539220861
1691,4539067903
1692,4539153928
1693,4539092748
1694,4539029616
1695,4538965650
1696,4538867103
1697,4538930571
1698,4538814643
1699,4538790265
1700,4567643096
1701,4567467796
1702,4567510070
1703,4567425418
1704,4567410487
1705,4567328282
1706,4567312818
1707,4567177412
1708,4564243987
1709,4562726074
1710,4562378277
1711,4562209414
1712,4562160466
1713,4561607427
1714,4561600033
1715,4561375887
1716,4561304442
1717,4558759206
1718,4558676974
1719,4558701427
1720,4558586487
1721,4558643361
1722,4558650468
1723,4557085013
1724,4556582880
1725,4556538289
1726,4551850364
1727,4551728668
1728,4551667234
1729,4550119520
1730,4550074462
1731,4549937226
1732,4548512298
1733,4548213172
1734,4547928475
1735,4547848777
1736,4547821703
1737,4546455556
1738,4546266994
1739,4546311489
1740,4546186218
1741,4546108720
1742,4546061020
1743,4546031433
1744,4545906882
1745,4545950428
1746,4542361771
1747,4542328311
1748,4542355630
1749,4542284645
1750,4542273811
1751,4540818035
1752,4540831600
1753,4540727501
1754,4538698089
1755,4538663568
1756,4538597837
1757,4538654549
1758,4538622812
1759,4538288731
1760,4538407142
1761,4538385294
1762,4536717015
1763,4536713300
1764,4536660348
1765,4532163176
1766,4532065923
1767,4531968079
1768,4526613999
1769,4526528773
1770,4526554686
1771,4526521414
1772,4526417855
1773,4524627229
1774,4524613271
1775,4524630410
1776,4524416033
1777,4524405513
1778,4524364173
1779,4524372682
1780,4524400807
1781,4524430153
1782,4524318206
1783,4524325843
1784,4524263515
1785,4524290473
1786,4524226491
1787,4524170881
1788,4524115407
1789,4523908762
1790,4523944215
1791,4523616316
1792,4522333328
1793,4522282838
1794,4522239857
1795,4522177882
1796,4522204304
1797,4522108065
1798,4522053646
1799,4521898703
1800,4503497364
1801,4503492961
1802,4502776105
1803,4502691438
1804,4502512568
1805,4501643929
1806,4501468064
1807,4501398828
1808,4501451509
1809,4501279102
1810,4500402059
1811,4500312260
1812,4500166041
1813,4500157572
1814,4500082022
1815,4499964086
1816,4499947957
1817,4499893549
1818,4499717821
1819,4499449432
1820,4499435634
1821,4499421913
1822,4499177337
1823,4499252996
1824,4499158486
1825,4499135825
1826,4499142694
1827,4498583650
1828,4498487639
1829,4498550588
1830,4498375959
1831,4498307114
1832,4498047817
1833,4497951145
1834,4497793760
1835,4497646765
1836,4497623261
1837,4497479636
1838,4497543719
1839,4497460392
1840,4497456278
1841,4497363324
1842,4497338127
1843,4497295234
1844,4497292669
1845,4496312096
1846,4496206800
1847,4496211303
1848,4496076384
1849,4496019507
1850,4495974897
1851,4494704256
1852,4494517171
1853,4494520988
1854,4494404235
1855,4494288583
1856,4494243084
1857,4494192895
1858,4494098016
1859,4493824926
1860,4493799553
1861,4493772152
1862,4493658913
1863,4492853558
1864,4492779845
1865,4492724496
1866,4492657330
1867,4492558923
1868,4492513838
1869,4492465930
1870,4492328878
1871,4492341568
