,0
13940,4502961768
13941,4502925201
13942,4502799563
13943,4502762988
13944,4502684000
13945,4502731176
13946,4502611562
13947,4502175344
13948,4502096746
13949,4500470233
13950,4500372466
13951,4500334938
13952,4500247372
13953,4500158387
13954,4500008426
13955,4499962701
13956,4499936376
13957,4496329399
13958,4496302473
13959,4496195731
13960,4494542982
13961,4494335568
13962,4494310663
13963,4494253882
13964,4492499900
13965,4492491533
13966,4485577603
13967,4482145848
13968,4482038541
13969,4482052140
13970,4480576475
13971,4480498400
13972,4480420045
13973,4480374297
13974,4479792250
13975,4479780302
13976,4479656128
13977,4479357940
13978,4478022883
13979,4477944365
13980,4477853027
13981,4477787121
13982,4473424619
13983,4566723848
13984,4565841839
13985,4565690192
13986,4564787497
13987,4562917656
13988,4558683815
13989,4558680390
13990,4558647190
13991,4558654372
13992,4554684616
13993,4554618174
13994,4554602266
13995,4554468512
13996,4554513500
13997,4552283080
13998,4552226107
13999,4552182651
14000,4542071185
14001,4541978014
14002,4541748619
14003,4524647662
14004,4524583191
14005,4524580086
14006,4523655496
14007,4517902913
14008,4517843646
14009,4514594834
14010,4513537763
14011,4513463456
14012,4513427641
14013,4509472702
14014,4509339484
14015,4509268124
14016,4508572819
14017,4508266296
14018,4507733040
14019,4507648501
14020,4507625926
14021,4506623735
14022,4506466267
14023,4504610445
14024,4504512799
14025,4504425639
14026,4504288917
14027,4477537500
14028,4477543768
14029,4477499699
14030,4472101235
14031,4471962832
14032,4471835020
14033,4470217692
14034,4468590983
14035,4468428361
14036,4467286247
14037,4467241207
14038,4467158388
14039,4467141687
14040,4465353484
14041,4465292582
14042,4465199276
14043,4465166592
14044,4464071720
14045,4463938131
14046,4463992098
14047,4463865776
14048,4463470823
14049,4463166559
14050,4463094292
14051,4463150789
14052,4462918230
14053,4462041412
14054,4461897393
14055,4461525785
14056,4461336862
14057,4461239952
14058,4459350660
14059,4459201730
14060,4459141370
14061,4457500615
14062,4457416713
14063,4457431507
14064,4457247858
14065,4457164148
14066,4455298642
14067,4439177741
14068,4439171753
14069,4438774752
14070,4438700678
14071,4438607853
14072,4438527468
14073,4438564823
14074,4437981469
14075,4437837588
14076,4436718091
14077,4436642101
14078,4436518058
14079,4436131481
14080,4435869112
14081,4434751608
14082,4434639432
14083,4568363936
14084,4568360439
14085,4568188935
14086,4568151420
14087,4567905252
14088,4567709409
14089,4567648780
14090,4567614096
14091,4567149983
14092,4566727690
14093,4566734398
14094,4566731959
14095,4566630355
14096,4566465381
14097,4566298391
14098,4566341631
14099,4566197725
14100,4566222645
14101,4565988406
14102,4566042512
14103,4565905238
14104,4565766580
14105,4565742194
14106,4565567346
14107,4565600987
14108,4565535789
14109,4564996788
14110,4564905490
14111,4564798330
14112,4564841912
14113,4564706989
14114,4494290036
14115,4494164263
14116,4494066755
14117,4494013993
14118,4493885582
14119,4492583885
14120,4492455646
14121,4492398452
14122,4492384547
14123,4492332012
14124,4492117823
14125,4492200441
14126,4491234642
14127,4491048017
14128,4490882703
14129,4490726086
14130,4490636802
14131,4490611229
14132,4489952428
14133,4489890874
14134,4489188312
14135,4489157583
14136,4489126955
14137,4489165061
14138,4489114983
14139,4489099529
14140,4489028193
14141,4489054908
14142,4489022235
14143,4488212168
14144,4488132227
14145,4488021773
14146,4487865350
14147,4487807977
14148,4486625334
14149,4486620721
14150,4486511040
14151,4486408851
14152,4486344907
14153,4486254196
14154,4485942975
14155,4485623868
14156,4485467653
14157,4485462940
14158,4485327617
14159,4485362169
14160,4485214172
14161,4485188083
14162,4485162916
14163,4485038174
14164,4485091792
14165,4484968020
14166,4484925960
14167,4484442772
14168,4484224999
14169,4484044129
14170,4483984099
14171,4483758814
14172,4483743077
14173,4483564726
14174,4482836730
14175,4482746095
14176,4482548029
14177,4481763692
14178,4480567345
14179,4480571982
14180,4480217223
14181,4478848005
14182,4478809611
14183,4568164687
14184,4567963831
14185,4567758181
14186,4567690426
14187,4567566594
14188,4567650957
14189,4567468180
14190,4567510938
14191,4565676552
14192,4565626609
14193,4565499740
14194,4565462885
14195,4559673579
14196,4559625966
14197,4559489390
14198,4559473873
14199,4557640500
14200,4557484295
14201,4557447884
14202,4557391853
14203,4553873616
14204,4550306413
14205,4550249409
14206,4550246017
14207,4550240893
14208,4550126536
14209,4550093013
14210,4547783884
14211,4547676983
14212,4545826574
14213,4545699744
14214,4545661574
14215,4545574059
14216,4545484808
14217,4545065726
14218,4510756756
14219,4510702487
14220,4510648032
14221,4510644125
14222,4510580762
14223,4501874507
14224,4497334982
14225,4497273164
14226,4495680009
14227,4495635580
14228,4495642579
14229,4490241180
14230,4489956905
14231,4488035567
14232,4473636972
14233,4473660273
14234,4473534663
14235,4473507246
14236,4447416331
14237,4447328016
14238,4447360360
14239,4447285013
14240,4444890262
14241,4444742172
14242,4437061249
14243,4436926601
14244,4436962771
14245,4433583529
14246,4433468552
14247,4433138280
14248,4433190121
14249,4433050634
14250,4401122627
14251,4401063406
14252,4401006469
14253,4400888238
14254,4400850295
14255,4400793140
14256,4400687347
14257,4394104856
14258,4393978043
14259,4393954814
14260,4390677731
14261,4390701472
14262,4390613279
14263,4390457512
14264,4390409960
14265,4389650647
14266,4389540373
14267,4389372375
14268,4389267493
14269,4384295822
14270,4384158113
14271,4374191693
14272,4374084218
14273,4374018028
14274,4314397518
14275,4300510595
14276,4300376312
14277,4300341375
14278,4300254872
14279,4294021355
14280,4293960514
14281,4279847241
14282,4279797104
14283,4547400199
14284,4547306492
14285,4547323221
14286,4547332106
14287,4547300985
14288,4547249718
14289,4544761277
14290,4544699288
14291,4544696661
14292,4544674666
14293,4544702607
14294,4531714988
14295,4531772666
14296,4531751361
14297,4531710192
14298,4531448761
14299,4529058139
14300,4529026106
14301,4528975357
14302,4529052214
14303,4516786629
14304,4516832980
14305,4516792287
14306,4516744253
14307,4504407115
14308,4504382569
14309,4504199643
14310,4504182946
14311,4477981969
14312,4475726547
14313,4475479945
14314,4473508302
14315,4473330824
14316,4473264810
14317,4473208759
14318,4473182792
14319,4473057586
14320,4461483360
14321,4461367126
14322,4461320002
14323,4459185005
14324,4459086863
14325,4457168915
14326,4457193250
14327,4456926913
14328,4447497344
14329,4447434604
14330,4447358409
14331,4447382824
14332,4447284765
14333,4447230616
14334,4447104509
14335,4430378471
14336,4430364717
14337,4430267912
14338,4430261739
14339,4430117481
14340,4430124435
14341,4395387843
14342,4395373622
14343,4395271716
14344,4395133851
14345,4394281968
14346,4394206534
14347,4394099894
14348,4394073127
14349,4393112371
14350,4393091069
14351,4393018064
14352,4392945727
14353,4392970339
14354,4392902483
14355,4392806691
14356,4392750441
14357,4392690881
14358,4392623985
14359,4392373754
14360,4388474206
14361,4388418888
14362,4388364235
14363,4388295689
14364,4388251773
14365,4388213898
14366,4388017160
14367,4382931449
14368,4382862581
14369,4382788152
14370,4382699512
14371,4382613213
14372,4382257287
14373,4382188533
14374,4382079230
14375,4381925468
14376,4381496109
14377,4381361276
14378,4381162937
14379,4381114911
14380,4380988912
14381,4380961761
14382,4380844605
14383,4566149034
14384,4566133089
14385,4563199165
14386,4563242013
14387,4563150890
14388,4559844504
14389,4559822942
14390,4559286580
14391,4556366923
14392,4556384428
14393,4555079187
14394,4548667989
14395,4546302669
14396,4546184672
14397,4546156191
14398,4544791777
14399,4543979665
14400,4543062632
14401,4542987407
14402,4539314064
14403,4539088953
14404,4538912040
14405,4538856890
14406,4537095957
14407,4536907066
14408,4536759314
14409,4536726810
14410,4535463283
14411,4535244936
14412,4535078755
14413,4535152164
14414,4534868509
14415,4534387861
14416,4534411535
14417,4534297394
14418,4533738018
14419,4533692937
14420,4533582670
14421,4533451190
14422,4533097062
14423,4532926341
14424,4532855784
14425,4527678667
14426,4527588788
14427,4527559069
14428,4527484710
14429,4525484937
14430,4521349650
14431,4518205522
14432,4517208096
14433,4517220241
14434,4504862007
14435,4501419178
14436,4501380673
14437,4499895841
14438,4499200510
14439,4499107262
14440,4499071680
14441,4498989055
14442,4496150548
14443,4496026997
14444,4493828473
14445,4493832540
14446,4493759595
14447,4493715605
14448,4492171725
14449,4492068550
14450,4485594088
14451,4485530966
14452,4471336240
14453,4471302122
14454,4463639805
14455,4447504512
14456,4447477350
14457,4447402285
14458,4447346963
14459,4437003430
14460,4423221196
14461,4416607638
14462,4416603173
14463,4416176043
14464,4410017018
14465,4409721009
14466,4409636180
14467,4408196717
14468,4398888634
14469,4392264443
14470,4392282886
14471,4384433735
14472,4384396542
14473,4383156790
14474,4383135119
14475,4381353890
14476,4380935333
14477,4380483838
14478,4379045743
14479,4379070993
14480,4378956354
14481,4378773026
14482,4378708462
14483,4547129345
14484,4547116737
14485,4547103826
14486,4547081782
14487,4547048427
14488,4547005193
14489,4547051293
14490,4546907452
14491,4546832742
14492,4546618124
14493,4546544356
14494,4544379711
14495,4544451483
14496,4544353734
14497,4533934424
14498,4533891281
14499,4533837723
14500,4533766097
14501,4533708123
14502,4533587641
14503,4533528593
14504,4533324380
14505,4533015602
14506,4527894813
14507,4527759491
14508,4527741134
14509,4527591820
14510,4527540280
14511,4518355086
14512,4518291999
14513,4518223868
14514,4518095902
14515,4518028805
14516,4514425184
14517,4514420595
14518,4514165054
14519,4514077521
14520,4513971196
14521,4511784027
14522,4511790599
14523,4511743903
14524,4511670879
14525,4510504566
14526,4510445150
14527,4510308232
14528,4510300587
14529,4509017030
14530,4508995100
14531,4508962172
14532,4508935730
14533,4504710552
14534,4504548392
14535,4504481808
14536,4504376123
14537,4503957258
14538,4503895517
14539,4503678842
14540,4503690286
14541,4503574856
14542,4503516515
14543,4503464155
14544,4488147105
14545,4488088823
14546,4488062512
14547,4487968509
14548,4487971780
14549,4487864745
14550,4486111061
14551,4486014173
14552,4485878635
14553,4485903156
14554,4485652726
14555,4483628116
14556,4483654180
14557,4483588332
14558,4483419160
14559,4483452665
14560,4476091068
14561,4475997772
14562,4475964505
14563,4475839185
14564,4475797734
14565,4475732366
14566,4475476054
14567,4475276993
14568,4474441619
14569,4474374983
14570,4474353187
14571,4474231743
14572,4474055444
14573,4473807140
14574,4473772542
14575,4473628477
14576,4473625265
14577,4473612466
14578,4459729825
14579,4459714876
14580,4459639428
14581,4459616055
14582,4459680917
14583,4568175181
14584,4567895772
14585,4565344602
14586,4564987267
14587,4564876925
14588,4542095605
14589,4542080698
14590,4542046936
14591,4541992592
14592,4541877951
14593,4541950241
14594,4535356711
14595,4535225176
14596,4518317051
14597,4518271380
14598,4518214134
14599,4517751019
14600,4507931604
14601,4507826525
14602,4507793174
14603,4463994807
14604,4462530893
14605,4462425737
14606,4461366360
14607,4461331913
14608,4461234535
14609,4461186281
14610,4435394270
14611,4423152579
14612,4405857236
14613,4405890882
14614,4405794793
14615,4405699540
14616,4367864465
14617,4314854922
14618,4314586996
14619,4314379246
14620,4310897832
14621,4310831005
14622,4310794816
14623,4298074121
14624,4297961137
14625,4279763350
14626,4274401706
14627,4274235442
14628,4274195736
14629,4269323135
14630,4248876884
14631,4248757046
14632,4244134274
14633,4243996601
14634,4242628579
14635,4222746239
14636,4222707034
14637,4222558740
14638,4222457347
14639,4210807163
14640,4210718085
14641,4155262709
14642,4155177908
14643,4155172696
14644,4111125774
14645,4104675933
14646,4104634778
14647,4104543965
14648,4104389749
14649,4061367463
14650,4061279314
14651,4061252009
14652,4060043436
14653,4059966880
14654,4059950231
14655,4059742934
14656,4059653841
14657,4058033198
14658,4057962082
14659,4040907267
14660,4040847533
14661,4040659930
14662,4040662696
14663,4038915850
14664,4030682418
14665,4030691251
14666,4030609478
14667,4030586825
14668,4030622101
14669,4021962076
14670,4021855661
14671,4021818988
14672,4010486426
14673,4010533343
14674,4010472264
14675,4010418555
14676,4010375577
14677,3977389895
14678,3959849020
14679,3959852364
14680,3959725876
14681,3959697844
14682,3959618858
14683,4560428728
14684,4560327927
14685,4559896472
14686,4559817404
14687,4519169300
14688,4519242343
14689,4504933153
14690,4504763639
14691,4504695815
14692,4504588231
14693,4504479294
14694,4504503277
14695,4434591609
14696,4434551001
14697,4434417594
14698,4434393947
14699,4423311476
14700,4402514758
14701,4390120412
14702,4379885773
14703,4379730079
14704,4379537927
14705,4379468278
14706,4379419043
14707,4349286431
14708,4299115867
14709,4298883574
14710,4298699977
14711,4297864510
14712,4290780803
14713,4290714711
14714,4290628253
14715,4290543732
14716,4290494255
14717,4290426471
14718,4290306460
14719,4278187580
14720,4278152574
14721,4270655526
14722,4270630496
14723,4270412672
14724,4270306504
14725,4258358974
14726,4248062670
14727,4247976864
14728,4242789416
14729,4242751813
14730,4242611350
14731,4242506919
14732,4236097835
14733,4236042662
14734,4236011194
14735,4168650839
14736,4168554054
14737,4167110590
14738,4167021617
14739,4166971580
14740,4150698048
14741,4150695686
14742,4150720431
14743,4150646637
14744,4101051244
14745,4101003649
14746,4098931119
14747,4098773890
14748,4098528983
14749,4098338026
14750,4090529461
14751,4090520178
14752,4090433906
14753,4080887909
14754,4080810991
14755,4080734612
14756,4077215424
14757,4062681212
14758,4062564787
14759,4062417717
14760,4036112269
14761,4032552899
14762,4032428269
14763,4032463639
14764,4032394108
14765,3955363902
14766,3955304939
14767,3955351529
14768,3955278968
14769,3955247570
14770,3955264484
14771,3955271014
14772,3951752988
14773,3951637137
14774,3951641205
14775,3939380534
14776,3939291892
14777,3939193410
14778,3928222223
14779,3928149559
14780,3928128238
14781,3925403302
14782,3919744281
14783,4559388744
14784,4559412990
14785,4559206683
14786,4558918681
14787,4558942336
14788,4557876100
14789,4557787967
14790,4557762210
14791,4555110156
14792,4554974114
14793,4554939110
14794,4554905160
14795,4552651025
14796,4552415991
14797,4550264942
14798,4550218311
14799,4550242252
14800,4550138568
14801,4550064628
14802,4549166536
14803,4549200277
14804,4549154751
14805,4548988987
14806,4549040888
14807,4548913832
14808,4548826462
14809,4546090572
14810,4545983754
14811,4543890695
14812,4543562330
14813,4543464882
14814,4543377405
14815,4539409503
14816,4539412533
14817,4539348193
14818,4539320512
14819,4537160209
14820,4537132702
14821,4537036054
14822,4529403889
14823,4529265829
14824,4529248779
14825,4529165347
14826,4529211037
14827,4529157661
14828,4527594799
14829,4527553972
14830,4527447622
14831,4527422291
14832,4527287391
14833,4527229242
14834,4525288857
14835,4525283962
14836,4525241039
14837,4524449519
14838,4524369303
14839,4524368151
14840,4511767859
14841,4511763146
14842,4511686689
14843,4511671296
14844,4511536486
14845,4511523596
14846,4510293078
14847,4510226852
14848,4510181046
14849,4510084127
14850,4509519154
14851,4509475023
14852,4509480965
14853,4509387573
14854,4509442648
14855,4509101363
14856,4508978277
14857,4509052406
14858,4508869126
14859,4508953221
14860,4504704550
14861,4504647818
14862,4500058625
14863,4499992196
14864,4499935743
14865,4497958136
14866,4498043630
14867,4497825080
14868,4496218956
14869,4496203064
14870,4496137946
14871,4496091162
14872,4493976938
14873,4493933138
14874,4493867598
14875,4493872163
14876,4493786544
14877,4493800871
14878,4493677905
14879,4493652547
14880,4493640241
14881,4493527148
14882,4492351936
14883,4561058527
14884,4561055511
14885,4560992468
14886,4560946401
14887,4560789454
14888,4560576808
14889,4560538185
14890,4560551771
14891,4560391072
14892,4548760365
14893,4548673334
14894,4548646638
14895,4548509277
14896,4548493127
14897,4548215910
14898,4548037269
14899,4547937681
14900,4547893530
14901,4547816402
14902,4546203428
14903,4546093799
14904,4545997414
14905,4540430717
14906,4540339747
14907,4540288321
14908,4540325931
14909,4540273289
14910,4540351326
14911,4540237905
14912,4540245067
14913,4540160265
14914,4540083736
14915,4540048653
14916,4534027477
14917,4533996768
14918,4533975112
14919,4534012659
14920,4533971401
14921,4533917328
14922,4533924497
14923,4533901085
14924,4533784975
14925,4527183583
14926,4527116833
14927,4527083750
14928,4526988982
14929,4526995662
14930,4525474977
14931,4525247563
14932,4525173178
14933,4525027613
14934,4525042729
14935,4524443373
14936,4524412617
14937,4524451630
14938,4524410346
14939,4524299656
14940,4524278985
14941,4524266298
14942,4524330378
14943,4524226379
14944,4524171738
14945,4524147698
14946,4524141796
14947,4521391498
14948,4521288323
14949,4521304416
14950,4521238746
14951,4521184838
14952,4521146890
14953,4521085671
14954,4521063008
14955,4520988383
14956,4521036570
14957,4520964483
14958,4520960151
14959,4520916109
14960,4520531584
14961,4520328120
14962,4520285710
14963,4520290216
14964,4520097306
14965,4520057976
14966,4520005426
14967,4518673750
14968,4507769690
14969,4506624236
14970,4505365262
14971,4505334101
14972,4505341072
14973,4504924675
14974,4490672633
14975,4490603957
14976,4490419039
14977,4490483040
14978,4490206526
14979,4489967590
14980,4490070082
14981,4489837176
14982,4487961477
14983,4568371393
14984,4568139913
14985,4567903546
14986,4566183677
14987,4566131733
14988,4565971249
14989,4565901258
14990,4563830056
14991,4563602193
14992,4563484120
14993,4563241238
14994,4563032124
14995,4562829252
14996,4562840180
14997,4561016220
14998,4560983414
14999,4560948111
15000,4560893322
15001,4560824274
15002,4560692233
15003,4560581037
15004,4560327927
15005,4559877616
15006,4559950109
15007,4559689700
15008,4559750132
15009,4557569520
15010,4557499211
15011,4557532534
15012,4557456823
15013,4557381472
15014,4557345393
15015,4557301964
15016,4556117604
15017,4556122312
15018,4556056230
15019,4555980607
15020,4555935887
15021,4555856015
15022,4555759685
15023,4553856102
15024,4553841162
15025,4551057003
15026,4550918310
15027,4550941006
15028,4550811365
15029,4550639499
15030,4550573877
15031,4550497380
15032,4549241687
15033,4549065989
15034,4549019734
15035,4549024509
15036,4548954831
15037,4548859646
15038,4548795636
15039,4548830210
15040,4548710878
15041,4548585597
15042,4548484635
15043,4545560888
15044,4545431700
15045,4544999598
15046,4545054005
15047,4544869385
15048,4543513943
15049,4543425651
15050,4542153406
15051,4542090784
15052,4542005120
15053,4541907511
15054,4541796013
15055,4541719926
15056,4541693548
15057,4541608347
15058,4541571814
15059,4541524285
15060,4541500332
15061,4540155885
15062,4540141015
15063,4540056650
15064,4539965434
15065,4539937647
15066,4539687829
15067,4539551079
15068,4539348892
15069,4537913118
15070,4537841296
15071,4537727812
15072,4537792523
15073,4537609521
15074,4537598855
15075,4537587822
15076,4532483662
15077,4532442209
15078,4532293312
15079,4532236852
15080,4532210035
15081,4532142085
15082,4532027558
15083,4568187785
15084,4568130365
15085,4567953336
15086,4567140075
15087,4567046065
15088,4567043155
15089,4567051049
15090,4562729635
15091,4562616546
15092,4562661957
15093,4562326372
15094,4562301131
15095,4562196036
15096,4562221106
15097,4562076887
15098,4562057323
15099,4561992985
15100,4559761172
15101,4559665109
15102,4559680368
15103,4559643170
15104,4559497317
15105,4557087901
15106,4555076335
15107,4555061845
15108,4554976819
15109,4554899054
15110,4554942439
15111,4554788393
15112,4554792466
15113,4552923323
15114,4552684160
15115,4552427579
15116,4552303648
15117,4552197088
15118,4552181648
15119,4552126699
15120,4550742153
15121,4550529769
15122,4550512750
15123,4550447905
15124,4550424220
15125,4550337500
15126,4550280996
15127,4550164439
15128,4548581820
15129,4548531549
15130,4548054749
15131,4547924737
15132,4547799539
15133,4547851603
15134,4547696560
15135,4547563857
15136,4547488941
15137,4546421958
15138,4546335259
15139,4544102904
15140,4543888225
15141,4543901437
15142,4543595496
15143,4543470041
15144,4543423808
15145,4543329910
15146,4543326446
15147,4541747829
15148,4541671877
15149,4541578272
15150,4541583237
15151,4541417649
15152,4541374452
15153,4539937333
15154,4539912730
15155,4537071709
15156,4534565535
15157,4534499104
15158,4530402009
15159,4530355075
15160,4530249418
15161,4530214443
15162,4523187309
15163,4523224119
15164,4523210665
15165,4523067039
15166,4523093173
15167,4523006048
15168,4518020428
15169,4517943314
15170,4517724852
15171,4517608285
15172,4508100892
15173,4508044430
15174,4507919669
15175,4507935427
15176,4507900882
15177,4506527175
15178,4506473898
15179,4506368960
15180,4506383780
15181,4506279279
15182,4506283811
15183,4566130347
15184,4566002678
15185,4565873841
15186,4565575731
15187,4565517248
15188,4565481250
15189,4562689201
15190,4562683332
15191,4562374903
15192,4562271927
15193,4562196772
15194,4562106901
15195,4548564593
15196,4548518046
15197,4548317993
15198,4548079787
15199,4547444739
15200,4547430883
15201,4546256869
15202,4546240685
15203,4546083248
15204,4545609790
15205,4545590244
15206,4545483762
15207,4545163631
15208,4545009603
15209,4539882101
15210,4537341569
15211,4533495772
15212,4533356217
15213,4533019473
15214,4532959411
15215,4532893011
15216,4531920834
15217,4531678928
15218,4530709870
15219,4530711743
15220,4530505157
15221,4529401626
15222,4529268747
15223,4529331069
15224,4529227509
15225,4529175010
15226,4529079946
15227,4529124634
15228,4528634749
15229,4527873884
15230,4527762872
15231,4518196575
15232,4518171001
15233,4518151188
15234,4518016823
15235,4517855798
15236,4517810208
15237,4517173533
15238,4517057056
15239,4517041583
15240,4516867935
15241,4516849837
15242,4516788777
15243,4516042985
15244,4515718893
15245,4515399119
15246,4515442773
15247,4515305664
15248,4515300354
15249,4515164385
15250,4515067719
15251,4515150781
15252,4514997286
15253,4514793278
15254,4514679675
15255,4514717885
15256,4513816608
15257,4513689835
15258,4513662626
15259,4504434547
15260,4504357778
15261,4504185540
15262,4503886171
15263,4502551739
15264,4502174058
15265,4502042479
15266,4501869428
15267,4501874421
15268,4501798137
15269,4501823210
15270,4501739246
15271,4501628144
15272,4500195889
15273,4500147442
15274,4500029628
15275,4500022418
15276,4490771357
15277,4490624979
15278,4490268399
15279,4490193271
15280,4490075015
15281,4489878528
15282,4488147778
15283,4566726060
15284,4566266744
15285,4566184983
15286,4566144849
15287,4566008614
15288,4566020752
15289,4565854911
15290,4565709400
15291,4565663175
15292,4565595761
15293,4565479277
15294,4564094774
15295,4563858235
15296,4563649442
15297,4563570063
15298,4563305338
15299,4563207395
15300,4563115430
15301,4563054159
15302,4562912788
15303,4561983291
15304,4561905642
15305,4561857278
15306,4561036168
15307,4560959940
15308,4560946779
15309,4560861463
15310,4560801831
15311,4560683695
15312,4560643640
15313,4560396341
15314,4560359065
15315,4560272081
15316,4559924512
15317,4559815300
15318,4559667570
15319,4559690879
15320,4558356338
15321,4558314321
15322,4558039616
15323,4558008934
15324,4558105142
15325,4558100885
15326,4557903228
15327,4557794976
15328,4557727482
15329,4557649958
15330,4556192481
15331,4556098871
15332,4556065179
15333,4556090234
15334,4556038464
15335,4556000923
15336,4555924218
15337,4555853194
15338,4555696482
15339,4553879531
15340,4553905461
15341,4553848986
15342,4553850649
15343,4553200354
15344,4553020518
15345,4552649841
15346,4552406748
15347,4552309946
15348,4552321745
15349,4551600405
15350,4551525551
15351,4551277782
15352,4551343355
15353,4551056592
15354,4551121150
15355,4550884659
15356,4550797524
15357,4550319551
15358,4550354586
15359,4549265926
15360,4549320982
15361,4549177682
15362,4549164394
15363,4549138517
15364,4547182752
15365,4547159689
15366,4547078601
15367,4546828306
15368,4546404187
15369,4546303721
15370,4546184624
15371,4546137786
15372,4546111222
15373,4545994951
15374,4545887792
15375,4545839102
15376,4545852626
15377,4544730344
15378,4544670065
15379,4544629069
15380,4544568469
15381,4544606769
15382,4544585525
15383,4564694129
15384,4564587626
15385,4564442392
15386,4563407153
15387,4547697877
15388,4547603754
15389,4547377141
15390,4547289222
15391,4547326608
15392,4547264472
15393,4547302239
15394,4547330251
15395,4546345168
15396,4546004930
15397,4545859820
15398,4545124468
15399,4544998203
15400,4541811136
15401,4541704090
15402,4541566489
15403,4510405004
15404,4510250601
15405,4510027778
15406,4508671422
15407,4508077029
15408,4503620262
15409,4503386043
15410,4503328741
15411,4503336483
15412,4501827012
15413,4501764416
15414,4501696932
15415,4501589683
15416,4501590920
15417,4500804260
15418,4500328391
15419,4500300961
15420,4500100584
15421,4499992845
15422,4499954605
15423,4498320002
15424,4497852366
15425,4497095145
15426,4496771232
15427,4496452980
15428,4496130368
15429,4496026038
15430,4494044163
15431,4489618171
15432,4489326987
15433,4489302543
15434,4489208673
15435,4489198978
15436,4487882462
15437,4487519661
15438,4487532005
15439,4487426312
15440,4487420575
15441,4486705665
15442,4486676178
15443,4486626097
15444,4486693603
15445,4485572564
15446,4485495091
15447,4485412802
15448,4483884681
15449,4483778684
15450,4483773497
15451,4483711418
15452,4482121638
15453,4482104375
15454,4480497066
15455,4480340322
15456,4480263004
15457,4479142324
15458,4478349848
15459,4478284040
15460,4475509540
15461,4475206968
15462,4475123813
15463,4474996426
15464,4475004249
15465,4474980577
15466,4474889488
15467,4473629591
15468,4473271098
15469,4473126568
15470,4472326764
15471,4472403977
15472,4471816476
15473,4471806809
15474,4471583814
15475,4471530825
15476,4471483831
15477,4470083994
15478,4469886715
15479,4469599697
15480,4469622644
15481,4468770102
15482,4467715238
15483,4567443939
15484,4566466199
15485,4566490341
15486,4566139084
15487,4566036936
15488,4565596052
15489,4565310233
15490,4564973117
15491,4564896010
15492,4564613497
15493,4564467983
15494,4560918965
15495,4560861869
15496,4560792679
15497,4560559485
15498,4560329747
15499,4557153523
15500,4557052168
15501,4556579104
15502,4556467071
15503,4556542373
15504,4556378349
15505,4556410001
15506,4556347211
15507,4554790493
15508,4554746033
15509,4553890040
15510,4553813244
15511,4553437603
15512,4553131288
15513,4552655668
15514,4552189359
15515,4550213885
15516,4550006445
15517,4549629369
15518,4549707305
15519,4549351406
15520,4549256274
15521,4548735979
15522,4548488550
15523,4547320807
15524,4545628515
15525,4545519441
15526,4543234735
15527,4543210485
15528,4542789257
15529,4541868314
15530,4541893420
15531,4541803949
15532,4541690238
15533,4541509568
15534,4541424020
15535,4540841238
15536,4540692073
15537,4540603290
15538,4540489708
15539,4540517546
15540,4540380368
15541,4540358890
15542,4540188063
15543,4539144266
15544,4539023971
15545,4537598072
15546,4537614074
15547,4537459841
15548,4537372952
15549,4537350787
15550,4537141246
15551,4536902831
15552,4536826716
15553,4536689126
15554,4534521703
15555,4534314239
15556,4533948012
15557,4533866518
15558,4533891606
15559,4533835096
15560,4533762565
15561,4533667598
15562,4527310780
15563,4526505007
15564,4526550228
15565,4526424377
15566,4526372791
15567,4526264864
15568,4526312314
15569,4526259206
15570,4526254363
15571,4526181671
15572,4526138026
15573,4525959781
15574,4525569842
15575,4525485246
15576,4522973117
15577,4522894509
15578,4522272221
15579,4522270031
15580,4522178107
15581,4522194506
15582,4522118909
15583,4547916842
15584,4547842875
15585,4547309232
15586,4546151136
15587,4546005115
15588,4543625683
15589,4543396471
15590,4541461329
15591,4539403556
15592,4539283575
15593,4539248546
15594,4539172139
15595,4530582312
15596,4530495609
15597,4530399887
15598,4530385328
15599,4530400215
15600,4525963277
15601,4524757532
15602,4524682847
15603,4523550949
15604,4523432257
15605,4523250043
15606,4521643639
15607,4520289108
15608,4520294535
15609,4520282111
15610,4520185716
15611,4517177730
15612,4517068468
15613,4515247277
15614,4515252777
15615,4511097564
15616,4495796030
15617,4494321183
15618,4491642554
15619,4491497328
15620,4489839669
15621,4489870762
15622,4489773256
15623,4487970718
15624,4487874168
15625,4487396606
15626,4487171222
15627,4487007616
15628,4486964695
15629,4484846372
15630,4484834284
15631,4484841059
15632,4484778943
15633,4483635123
15634,4471835109
15635,4471786205
15636,4470077029
15637,4469608411
15638,4469409754
15639,4469395495
15640,4469029264
15641,4469094589
15642,4469053874
15643,4469041041
15644,4468937173
15645,4467421559
15646,4467374699
15647,4465865417
15648,4465146521
15649,4465172968
15650,4463519565
15651,4463585570
15652,4463521576
15653,4461847261
15654,4461811896
15655,4460637125
15656,4460577922
15657,4460571660
15658,4460406926
15659,4459733522
15660,4459070481
15661,4458993484
15662,4453496187
15663,4453402414
15664,4449288067
15665,4448731577
15666,4448584562
15667,4448376862
15668,4447641182
15669,4447486407
15670,4447368822
15671,4445447990
15672,4445434098
15673,4445359768
15674,4442946291
15675,4442877536
15676,4442226143
15677,4441102486
15678,4426908868
15679,4426882926
15680,4426758658
15681,4420171132
15682,4419384612
15683,4555169483
15684,4548640481
15685,4548524475
15686,4515048877
15687,4514995236
15688,4461336586
